Species	Domain	Lineage_7levels
Malacoplasma_girerdii	Bacteria	d__Bacteria;p__Mycoplasmatota;c__Mollicutes;o__Mycoplasmatales;f__Mycoplasmataceae;g__Malacoplasma;s__Malacoplasma_girerdii
Mediterraneibacter_butyricigenes	Bacteria	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__Mediterraneibacter_butyricigenes
Megasphaera	Bacteria	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Megasphaera;s__Megasphaera
Megasphaera_hutchinsoni	Bacteria	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Megasphaera;s__Megasphaera_hutchinsoni
Megasphaera_lornae	Bacteria	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Megasphaera;s__Megasphaera_lornae
Mobiluncus	Bacteria	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Mobiluncus;s__Mobiluncus
Mogibacterium	Bacteria	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Tissierellales;f__Mogibacteriaceae;g__Mogibacterium;s__Mogibacterium
Mordavella_sp	Bacteria	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Mordavella;s__Mordavella_sp
MultiGenera	Bacteria	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__MultiGenera;s__MultiGenera
Muribaculum_sp	Bacteria	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum;s__Muribaculum_sp
Mycobacterium_sp	Bacteria	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium_sp
Mycobacterium_sp001886515	Bacteria	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium_sp001886515
Mycobacterium_virus	Bacteria	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Mycobacterium;s__Mycobacterium_virus
Mycoplasma	Bacteria	d__Bacteria;p__Mycoplasmatota;c__Mollicutes;o__Mycoplasmatales;f__Mycoplasmataceae;g__Mycoplasma;s__Mycoplasma
Mycoplasma_anseris	Bacteria	d__Bacteria;p__Mycoplasmatota;c__Mollicutes;o__Mycoplasmatales;f__Mycoplasmataceae;g__Mycoplasma;s__Mycoplasma_anseris
Mycoplasma_anserisalpingitis	Bacteria	d__Bacteria;p__Mycoplasmatota;c__Mollicutes;o__Mycoplasmatales;f__Mycoplasmataceae;g__Mycoplasma;s__Mycoplasma_anserisalpingitis
Mycoplasma_arginini	Bacteria	d__Bacteria;p__Mycoplasmatota;c__Mollicutes;o__Mycoplasmatales;f__Mycoplasmataceae;g__Mycoplasma;s__Mycoplasma_arginini
Mycoplasma_bovigenitalium	Bacteria	d__Bacteria;p__Mycoplasmatota;c__Mollicutes;o__Mycoplasmatales;f__Mycoplasmataceae;g__Mycoplasma;s__Mycoplasma_bovigenitalium
Mycoplasma_canis	Bacteria	d__Bacteria;p__Mycoplasmatota;c__Mollicutes;o__Mycoplasmatales;f__Mycoplasmataceae;g__Mycoplasma;s__Mycoplasma_canis
Mycoplasma_citelli	Bacteria	d__Bacteria;p__Mycoplasmatota;c__Mollicutes;o__Mycoplasmatales;f__Mycoplasmataceae;g__Mycoplasma;s__Mycoplasma_citelli
Mycoplasma_conjunctivae	Bacteria	d__Bacteria;p__Mycoplasmatota;c__Mollicutes;o__Mycoplasmatales;f__Mycoplasmataceae;g__Mycoplasma;s__Mycoplasma_conjunctivae
Mycoplasma_crocodyli	Bacteria	d__Bacteria;p__Mycoplasmatota;c__Mollicutes;o__Mycoplasmatales;f__Mycoplasmataceae;g__Mycoplasma;s__Mycoplasma_crocodyli
Mycoplasma_cynos	Bacteria	d__Bacteria;p__Mycoplasmatota;c__Mollicutes;o__Mycoplasmatales;f__Mycoplasmataceae;g__Mycoplasma;s__Mycoplasma_cynos
Mycoplasma_fermentans	Bacteria	d__Bacteria;p__Mycoplasmatota;c__Mollicutes;o__Mycoplasmatales;f__Mycoplasmataceae;g__Mycoplasma;s__Mycoplasma_fermentans
Mycoplasma_genitalium	Bacteria	d__Bacteria;p__Mycoplasmatota;c__Mollicutes;o__Mycoplasmatales;f__Mycoplasmataceae;g__Mycoplasma;s__Mycoplasma_genitalium
Mycoplasma_hyosynoviae	Bacteria	d__Bacteria;p__Mycoplasmatota;c__Mollicutes;o__Mycoplasmatales;f__Mycoplasmataceae;g__Mycoplasma;s__Mycoplasma_hyosynoviae
Mycoplasma_meleagridis	Bacteria	d__Bacteria;p__Mycoplasmatota;c__Mollicutes;o__Mycoplasmatales;f__Mycoplasmataceae;g__Mycoplasma;s__Mycoplasma_meleagridis
Mycoplasma_neurolyticum	Bacteria	d__Bacteria;p__Mycoplasmatota;c__Mollicutes;o__Mycoplasmatales;f__Mycoplasmataceae;g__Mycoplasma;s__Mycoplasma_neurolyticum
Mycoplasma_ovipneumoniae	Bacteria	d__Bacteria;p__Mycoplasmatota;c__Mollicutes;o__Mycoplasmatales;f__Mycoplasmataceae;g__Mycoplasma;s__Mycoplasma_ovipneumoniae
Mycoplasma_phocicerebrale	Bacteria	d__Bacteria;p__Mycoplasmatota;c__Mollicutes;o__Mycoplasmatales;f__Mycoplasmataceae;g__Mycoplasma;s__Mycoplasma_phocicerebrale
Mycoplasma_salivarium	Bacteria	d__Bacteria;p__Mycoplasmatota;c__Mollicutes;o__Mycoplasmatales;f__Mycoplasmataceae;g__Mycoplasma;s__Mycoplasma_salivarium
Mycoplasmopsis	Bacteria	d__Bacteria;p__Mycoplasmatota;c__Mollicutes;o__Mycoplasmatales;f__Mycoplasmataceae;g__Mycoplasmopsis;s__Mycoplasmopsis
Mycoplasmopsis_spNov1	Bacteria	d__Bacteria;p__Mycoplasmatota;c__Mollicutes;o__Mycoplasmatales;f__Mycoplasmataceae;g__Mycoplasmopsis;s__Mycoplasmopsis_spNov1
Neisseria	Bacteria	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria;s__Neisseria
Olegusella_phocaeensis	Bacteria	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Corynebacteriaceae;g__Olegusella;s__Olegusella_phocaeensis
Olegusella_urininfantis	Bacteria	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Corynebacteriaceae;g__Olegusella;s__Olegusella_urininfantis
Oligotropha_carboxidovorans	Bacteria	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Nitrobacteraceae;g__Oligotropha;s__Oligotropha_carboxidovorans
Olsenella	Bacteria	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella;s__Olsenella
Olsenella_phocaeensis	Bacteria	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella;s__Olsenella_phocaeensis
Olsenella_sp001189515	Bacteria	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella;s__Olsenella_sp001189515
Olsenella_timonensis	Bacteria	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella;s__Olsenella_timonensis
Olsenella_umbonata	Bacteria	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella;s__Olsenella_umbonata
Olsenella_urininfantis	Bacteria	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella;s__Olsenella_urininfantis
Paeniclostridium_sordellii	Bacteria	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Tissierellales;f__Peptostreptococcaceae;g__Paeniclostridium;s__Paeniclostridium_sordellii
Parvimonas	Bacteria	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Tissierellales;f__Peptoniphilaceae;g__Parvimonas;s__Parvimonas
Parvimonas_sp001553085	Bacteria	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Tissierellales;f__Peptoniphilaceae;g__Parvimonas;s__Parvimonas_sp001553085
Pauljensenia	Bacteria	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;s__Pauljensenia
Pauljensenia_radingae	Bacteria	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;s__Pauljensenia_radingae
Pauljensenia_turicensis	Bacteria	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Pauljensenia;s__Pauljensenia_turicensis
Peptoniphilaceae	Bacteria	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Peptoniphilales;f__Peptoniphilaceae;g__Peptoniphilaceae;s__Peptoniphilaceae
Peptoniphilus	Bacteria	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Peptoniphilales;f__Peptoniphilaceae;g__Peptoniphilus;s__Peptoniphilus
Peptoniphilus_coxii	Bacteria	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Peptoniphilales;f__Peptoniphilaceae;g__Peptoniphilus;s__Peptoniphilus_coxii
Peptoniphilus_duerdenii	Bacteria	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Peptoniphilales;f__Peptoniphilaceae;g__Peptoniphilus;s__Peptoniphilus_duerdenii
Peptoniphilus_grossensis	Bacteria	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Peptoniphilales;f__Peptoniphilaceae;g__Peptoniphilus;s__Peptoniphilus_grossensis
Peptoniphilus_harei	Bacteria	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Peptoniphilales;f__Peptoniphilaceae;g__Peptoniphilus;s__Peptoniphilus_harei
Peptoniphilus_ivorii	Bacteria	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Peptoniphilales;f__Peptoniphilaceae;g__Peptoniphilus;s__Peptoniphilus_ivorii
Peptoniphilus_lacrimalis	Bacteria	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Peptoniphilales;f__Peptoniphilaceae;g__Peptoniphilus;s__Peptoniphilus_lacrimalis
Peptoniphilus_sp000478985	Bacteria	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Peptoniphilales;f__Peptoniphilaceae;g__Peptoniphilus;s__Peptoniphilus_sp000478985
Peptoniphilus_sp000952975	Bacteria	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Peptoniphilales;f__Peptoniphilaceae;g__Peptoniphilus;s__Peptoniphilus_sp000952975
Peptoniphilus_sp900343085	Bacteria	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Peptoniphilales;f__Peptoniphilaceae;g__Peptoniphilus;s__Peptoniphilus_sp900343085
Peptoniphilus_sp902363535	Bacteria	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Peptoniphilales;f__Peptoniphilaceae;g__Peptoniphilus;s__Peptoniphilus_sp902363535
Peptoniphilus_vaginalis	Bacteria	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Peptoniphilales;f__Peptoniphilaceae;g__Peptoniphilus;s__Peptoniphilus_vaginalis
Peptostreptococcus	Bacteria	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Tissierellales;f__Peptoniphilaceae;g__Peptostreptococcus;s__Peptostreptococcus
Porphyromonas	Bacteria	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas
Porphyromonas_cangingivalis	Bacteria	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas_cangingivalis
Porphyromonas_somerae	Bacteria	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas_somerae
Porphyromonas_sp001808555	Bacteria	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas_sp001808555
Porphyromonas_sp900541275	Bacteria	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas_sp900541275
Porphyromonas_sp900554935	Bacteria	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas_sp900554935
Porphyromonas_spNov1	Bacteria	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas_spNov1
Porphyromonas_spNov2	Bacteria	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__Porphyromonas_spNov2
Prevotella	Bacteria	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella
Prevotella_sp	Bacteria	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella_sp
Prevotella_spNov1	Bacteria	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella_spNov1
Prevotella_spNov2	Bacteria	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella_spNov2
Prevotella_spNov3	Bacteria	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella_spNov3
Propionibacterium	Bacteria	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae;g__Propionibacterium;s__Propionibacterium
Propionimicrobium	Bacteria	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae;g__Propionimicrobium;s__Propionimicrobium
Propionimicrobium_sp900155645	Bacteria	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Propionibacteriales;f__Propionibacteriaceae;g__Propionimicrobium;s__Propionimicrobium_sp900155645
Proteus_miirabilis	Bacteria	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Proteus;s__Proteus_miirabilis
Pseudoglutamicibacter	Bacteria	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Micrococcaceae;g__Pseudoglutamicibacter;s__Pseudoglutamicibacter
Pyramidobacter	Bacteria	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Tissierellales;f__Pyramidobacteriaceae;g__Pyramidobacter;s__Pyramidobacter
Roseburia	Bacteria	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia
Roseburia_hominis;Roseburia	Bacteria	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia_hominis
Rothia	Bacteria	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Micrococcaceae;g__Rothia;s__Rothia
Rothia_sp	Bacteria	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Micrococcales;f__Micrococcaceae;g__Rothia;s__Rothia_sp
RUG100	Bacteria	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__RUG100;s__RUG100
RUG11792	Bacteria	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__RUG11792;s__RUG11792
Ruminiclostridium_siraeum	Bacteria	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminiclostridium;s__Ruminiclostridium_siraeum
Ruminococcus_albus	Bacteria	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus_albus
Ruminococcus_bicirculans	Bacteria	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus_bicirculans
Ruminococcus_champanellensis	Bacteria	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus_champanellensis
Ruminococcus_gnavus	Bacteria	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus_gnavus
Ruminococcus_sp900314705	Bacteria	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus_sp900314705
Slackia	Bacteria	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Coriobacteriales;f__Coriobacteriaceae;g__Slackia;s__Slackia
Sneathia	Bacteria	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Sneathia;s__Sneathia
Sodaliphilus_spNov1	Bacteria	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Sodaliphilus;s__Sodaliphilus_spNov1
Staphylococcus	Bacteria	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus
Staphylococcus_sciuri	Bacteria	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus_sciuri
Staphylococcus_virus	Bacteria	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus_virus
Stomatobaculum	Bacteria	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Veillonellales;f__Selenomonadaceae;g__Stomatobaculum;s__Stomatobaculum
Stomatobaculum_naviforme	Bacteria	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Veillonellales;f__Selenomonadaceae;g__Stomatobaculum;s__Stomatobaculum_naviforme
Stomatobaculum_sp002892395	Bacteria	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Veillonellales;f__Selenomonadaceae;g__Stomatobaculum;s__Stomatobaculum_sp002892395
Streptococcus	Bacteria	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus
Streptococcus_koreensis	Bacteria	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_koreensis
Streptococcus_sp	Bacteria	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_sp
Streptococcus_virus	Bacteria	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus_virus
Sutterella	Bacteria	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Burkholderiales;f__Sutterellaceae;g__Sutterella;s__Sutterella
Sutterella_sp	Bacteria	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Burkholderiales;f__Sutterellaceae;g__Sutterella;s__Sutterella_sp
Sutterella_spNov1	Bacteria	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Burkholderiales;f__Sutterellaceae;g__Sutterella;s__Sutterella_spNov1
SY095_sp008152325	Bacteria	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__SY095;s__SY095_sp008152325
Tannerella_sp003033925	Bacteria	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Tannerella;s__Tannerella_sp003033925
Treponema	Bacteria	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema;s__Treponema
Treponema_brennaborense	Bacteria	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema;s__Treponema_brennaborense
Treponema_caldarium	Bacteria	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema;s__Treponema_caldarium
Treponema_denticola	Bacteria	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema;s__Treponema_denticola
Treponema_pedis	Bacteria	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema;s__Treponema_pedis
Treponema_putidum	Bacteria	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema;s__Treponema_putidum
Treponema_succinifaciens	Bacteria	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Treponematales;f__Treponemataceae;g__Treponema;s__Treponema_succinifaciens
Trueperella	Bacteria	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Trueperella;s__Trueperella
Trueperella_bernadiae	Bacteria	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Trueperella;s__Trueperella_bernadiae
UMGS822_sp900545825	Bacteria	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__UMGS822;s__UMGS822_sp900545825
uncultured_bacterium	Bacteria	d__Bacteria;p__Bacteria;c__Bacteria_class;o__Bacteria_class_order;f__Bacteria_class_order_family;g__uncultured;s__uncultured_bacterium
uncultured_prokaryote	Bacteria	d__Bacteria;p__Bacteria;c__Bacteria_class;o__Bacteria_class_order;f__Bacteria_class_order_family;g__uncultured;s__uncultured_prokaryote
Ureaplasma	Bacteria	d__Bacteria;p__Mycoplasmatota;c__Mollicutes;o__Mycoplasmatales;f__Mycoplasmataceae;g__Ureaplasma;s__Ureaplasma
Varibaculum	Bacteria	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Varibaculum;s__Varibaculum
Varibaculum_sp905332515	Bacteria	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Varibaculum;s__Varibaculum_sp905332515
Veillonella	Bacteria	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__Veillonella
W5053	Bacteria	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__W5053;s__W5053
Winkia	Bacteria	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Winkia;s__Winkia
Winkia_sp002849225	Bacteria	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Actinomycetaceae;g__Winkia;s__Winkia_sp002849225
Bifidobacterium_phage	Phage	d__Viruses;p__Duplodnaviria;c__Uroviricota;o__Caudovirales;f__Siphoviridae;g__Bifidobacterium;s__Bifidobacterium phage
Candida	Fungi	d__Eukaryota;p__Fungi;c__Ascomycota;o__Saccharomycetes;f__Saccharomycetales;g__Candida;s__Candida
Candida_albicans	Fungi	d__Eukaryota;p__Fungi;c__Ascomycota;o__Saccharomycetes;f__Saccharomycetales;g__Candida;s__Candida albicans
Candida_dubliniensis	Fungi	d__Eukaryota;p__Fungi;c__Ascomycota;o__Saccharomycetes;f__Saccharomycetales;g__Candida;s__Candida dubliniensis
Candida_orthopsilosis	Fungi	d__Eukaryota;p__Fungi;c__Ascomycota;o__Saccharomycetes;f__Saccharomycetales;g__Candida;s__Candida orthopsilosis
Candida_tropicalis	Fungi	d__Eukaryota;p__Fungi;c__Ascomycota;o__Saccharomycetes;f__Saccharomycetales;g__Candida;s__Candida tropicalis
Caudovirales_phage	Phage	d__Viruses;p__Duplodnaviria;c__Uroviricota;o__Caudovirales;f__unclassified_Caudovirales;g__Caudovirales;s__Caudovirales phage
Corynebacterium_phage	Phage	d__Viruses;p__Duplodnaviria;c__Uroviricota;o__Caudovirales;f__Siphoviridae;g__Corynebacterium;s__Corynebacterium phage
Enterococcus_phage	Phage	d__Viruses;p__Duplodnaviria;c__Uroviricota;o__Caudovirales;f__Siphoviridae;g__Enterococcus;s__Enterococcus phage
Escherichia_phage	Phage	d__Viruses;p__Duplodnaviria;c__Uroviricota;o__Caudovirales;f__Myoviridae;g__Escherichia;s__Escherichia phage
Fusobacterium_phage	Phage	d__Viruses;p__Duplodnaviria;c__Uroviricota;o__Caudovirales;f__Siphoviridae;g__Fusobacterium;s__Fusobacterium phage
Human_alphaherpesvirus	Human_virus	d__Viruses;p__Monodnaviria;c__Peploviricota;o__Herpesvirales;f__Herpesviridae;g__Simplexvirus;s__Human alphaherpesvirus
Human_betaherpesvirus	Human_virus	d__Viruses;p__Monodnaviria;c__Peploviricota;o__Herpesvirales;f__Herpesviridae;g__Human_betaherpesvirus;s__Human betaherpesvirus
Human_gammaherpesvirus	Human_virus	d__Viruses;p__Monodnaviria;c__Peploviricota;o__Herpesvirales;f__Herpesviridae;g__Human_gammaherpesvirus;s__Human gammaherpesvirus
Human_immunodeficiency_virus	Human_virus	d__Viruses;p__Riboviria;c__Artverviricota;o__Ortervirales;f__Retroviridae;g__Lentivirus;s__Human immunodeficiency virus
Human_papillomavirus	Human_virus	d__Viruses;p__Monodnaviria;c__Cressdnaviricota;o__Zurhausenvirales;f__Papillomaviridae;g__Human_papillomavirus;s__Human papillomavirus
Lactobacillus_phage	Phage	d__Viruses;p__Duplodnaviria;c__Uroviricota;o__Caudovirales;f__Siphoviridae;g__Lactobacillus;s__Lactobacillus phage
Lactobacillus_prophage	Phage	d__Viruses;p__Duplodnaviria;c__Uroviricota;o__Caudovirales;f__Siphoviridae;g__Lactobacillus;s__Lactobacillus prophage
Lactococcus_phage	Phage	d__Viruses;p__Duplodnaviria;c__Uroviricota;o__Caudovirales;f__Siphoviridae;g__Lactococcus;s__Lactococcus phage
Mycobacterium_phage	Phage	d__Viruses;p__Duplodnaviria;c__Uroviricota;o__Caudovirales;f__Siphoviridae;g__Mycobacterium;s__Mycobacterium phage
Nakaseomyces_glabratus	Fungi	d__Eukaryota;p__Fungi;c__Ascomycota;o__Saccharomycetes;f__Saccharomycetales;g__Nakaseomyces;s__Nakaseomyces glabratus
Pichia_kudriavzevii	Fungi	d__Eukaryota;p__Fungi;c__Ascomycota;o__Saccharomycetes;f__Saccharomycetales;g__Pichia;s__Pichia kudriavzevii
Prevotella_phage	Phage	d__Viruses;p__Duplodnaviria;c__Uroviricota;o__Caudovirales;f__Siphoviridae;g__Prevotella;s__Prevotella phage
Propionibacterium_phage	Phage	d__Viruses;p__Duplodnaviria;c__Uroviricota;o__Caudovirales;f__Siphoviridae;g__Propionibacterium;s__Propionibacterium phage
Staphylococcus_phage	Phage	d__Viruses;p__Duplodnaviria;c__Uroviricota;o__Caudovirales;f__Siphoviridae;g__Staphylococcus;s__Staphylococcus phage
Streptococcus_phage	Phage	d__Viruses;p__Duplodnaviria;c__Uroviricota;o__Caudovirales;f__Siphoviridae;g__Streptococcus;s__Streptococcus phage
